Name,Card Type,Rating,Current Index,Current Price,General Position,Position,Nation,Club,League
Wakaso,Non-Inform,76,15.84,400.0,Midfielder,CDM,Ghana,Vitória Guimarães,POR 1
Gigliotti,Non-Inform,76,88.89,400.0,Forward,ST,Argentina,Toluca,MEX 1
Cédric,Non-Inform,76,385.27,4238.0,Defender,RB,Portugal,Southampton,ENG 1
Praet,Non-Inform,76,90.0,450.0,Midfielder,CM,Belgium,Leicester City,ENG 1
Guidetti,Non-Inform,76,271.6,1358.0,Forward,ST,Sweden,Deportivo Alavés,ESP 1
Darida,Non-Inform,76,88.89,400.0,Midfielder,CM,Czech Republic,Hertha BSC,GER 1
Kverkvelia,Non-Inform,76,100.0,700.0,Defender,CB,Georgia,Lokomotiv Moskva,RUS 1
Sliti,Non-Inform,76,100.0,400.0,Midfielder,LM,Tunisia,Al Ettifaq,SAU 1
Alberto Moreno,Non-Inform,76,43.8,438.0,Defender,LB,Spain,Villarreal CF,ESP 1
Gayle,Non-Inform,76,90.91,500.0,Forward,ST,England,Newcastle United,ENG 1
Livaja,Non-Inform,76,101.25,405.0,Forward,ST,Croatia,AEK Athens,GRE 1
Heintz,Non-Inform,76,63.08,410.0,Defender,CB,Germany,SC Freiburg,GER 1
McGregor,Non-Inform,76,94.12,400.0,Midfielder,CDM,Scotland,Celtic,SCO 1
Mvogo,Non-Inform,76,69.23,450.0,Goalkeeper,GK,Switzerland,RB Leipzig,GER 1
Hayden,Non-Inform,76,107.33,483.0,Midfielder,CDM,England,Newcastle United,ENG 1
Toño García,Non-Inform,76,43.8,438.0,Defender,LB,Spain,Levante UD,ESP 1
Ruidíaz,Non-Inform,76,103.75,415.0,Forward,ST,Peru,Seattle Sounders,USA 1
Garmash,Non-Inform,76,80.0,400.0,Midfielder,CM,Ukraine,Dynamo Kyiv,UKR 1
Campbell,Non-Inform,76,100.0,700.0,Forward,ST,Costa Rica,León,MEX 1
Abdelhamid,Non-Inform,76,72.73,400.0,Defender,CB,Morocco,Stade de Reims,FRA 1
Paulinho,Non-Inform,76,442.11,2100.0,Midfielder,CAM,Brazil,Portimonense,POR 1
González,Non-Inform,76,40.0,400.0,Defender,CB,Costa Rica,Los Angeles Galaxy,USA 1
Matheus,Non-Inform,76,102.5,410.0,Goalkeeper,GK,Brazil,Braga,POR 1
Thomasson,Non-Inform,76,72.73,400.0,Midfielder,CM,France,RC Strasbourg,FRA 1
Linetty,Non-Inform,76,20.25,405.0,Midfielder,CM,Poland,Sampdoria,ITA 1
Aït Bennasser,Non-Inform,76,177.28,1108.0,Midfielder,CM,Morocco,Girondins de Bordeaux,FRA 1
Lookman,Non-Inform,76,58.4,438.0,Midfielder,RM,England,RB Leipzig,GER 1
Léo Matos,Non-Inform,76,25.0,400.0,Defender,RB,Brazil,PAOK FC,GRE 1
Lunin,Non-Inform,76,278.73,1533.0,Goalkeeper,GK,Ukraine,Real Valladolid,ESP 1
Noble,Non-Inform,76,87.2,436.0,Midfielder,CM,England,West Ham United,ENG 1
Gómez,Non-Inform,76,1017.86,7125.0,Forward,ST,Germany,VfB Stuttgart,GER 2
Proto,Non-Inform,76,112.94,480.0,Goalkeeper,GK,Belgium,Lazio,ITA 1
Diego Castro,Non-Inform,76,76.19,400.0,Midfielder,CAM,Spain,Perth Glory,AUS 1
Soldado,Non-Inform,76,80.0,400.0,Forward,ST,Spain,Granada CF,ESP 1
Wendt,Non-Inform,76,53.65,456.0,Defender,LB,Sweden,Borussia M.gladbach,GER 1
Snodgrass,Non-Inform,76,69.5,417.0,Midfielder,RM,Scotland,West Ham United,ENG 1
Sand,Non-Inform,76,365.0,1825.0,Forward,ST,Argentina,Lanús,ARG 1
Palacio,Non-Inform,76,109.0,436.0,Forward,ST,Argentina,Bologna,ITA 1
Skjelbred,Non-Inform,76,88.89,400.0,Midfielder,CDM,Norway,Hertha BSC,GER 1
Bolat,Non-Inform,76,525.0,2100.0,Goalkeeper,GK,Turkey,Antwerp,BEL 1
Hunt,Non-Inform,76,57.14,400.0,Midfielder,CAM,Germany,Hamburger SV,GER 2
Malen,Non-Inform,76,73.68,700.0,Forward,ST,Netherlands,PSV,NED 1
Bradley,Non-Inform,76,100.0,400.0,Midfielder,CDM,United States,Toronto FC,USA 1
Markel Bergara,Non-Inform,76,843.83,5063.0,Midfielder,CDM,Spain,Getafe CF,ESP 1
Mierzejewski,Non-Inform,76,80.0,400.0,Midfielder,CAM,Poland,Chongqing Lifan,CHN 1
Rodriguez,Non-Inform,76,80.0,400.0,Forward,ST,England,Burnley,ENG 1
Cork,Non-Inform,76,84.0,420.0,Midfielder,CM,England,Burnley,ENG 1
dos Santos,Non-Inform,76,101.14,708.0,Midfielder,CAM,Mexico,América,MEX 1
McArthur,Non-Inform,76,94.0,470.0,Midfielder,CM,Scotland,Crystal Palace,ENG 1
Adrián,Non-Inform,76,72.73,400.0,Forward,ST,Spain,CA Osasuna,ESP 1
Maidana,Non-Inform,76,47.06,400.0,Defender,CB,Argentina,Toluca,MEX 1
Zurutuza,Non-Inform,76,559.09,6150.0,Midfielder,CM,France,Real Sociedad,ESP 1
Bamba,Non-Inform,76,100.0,700.0,Defender,CB,Ivory Coast,Cardiff City,ENG 2
Marcelo Grohe,Non-Inform,76,56.25,450.0,Goalkeeper,GK,Brazil,Al Ittihad,SAU 1
Benković,Non-Inform,76,75.82,417.0,Defender,CB,Croatia,Leicester City,ENG 1
Coufal,Non-Inform,76,69.17,415.0,Defender,RB,Czech Republic,Slavia Praha,CSK 1
Chukwueze,Non-Inform,76,84.85,700.0,Midfielder,RM,Nigeria,Villarreal CF,ESP 1
Nwakaeme,Non-Inform,76,100.0,700.0,Midfielder,LM,Nigeria,Trabzonspor,TUR 1
Abraham,Non-Inform,76,64.58,775.0,Forward,ST,England,Chelsea,ENG 1
Boyko,Non-Inform,76,57.14,400.0,Goalkeeper,GK,Ukraine,Dynamo Kyiv,UKR 1
Palhinha,Non-Inform,76,66.67,400.0,Midfielder,CDM,Portugal,Braga,POR 1
Dalbert,Non-Inform,76,45.83,1100.0,Defender,LB,Brazil,Fiorentina,ITA 1
Harit,Non-Inform,76,662.86,4640.0,Midfielder,CAM,Morocco,FC Schalke 04,GER 1
Guzmán,Non-Inform,76,1088.17,6257.0,Midfielder,CM,Mexico,Pachuca,MEX 1
Doumbia,Non-Inform,76,100.0,700.0,Midfielder,CDM,Ivory Coast,Sporting CP,POR 1
Gedson Fernandes,Non-Inform,76,229.56,1033.0,Midfielder,CM,Portugal,SL Benfica,POR 1
Brekalo,Non-Inform,76,80.0,400.0,Forward,LW,Croatia,VfL Wolfsburg,GER 1
Florentino,Non-Inform,76,76.19,400.0,Midfielder,CDM,Portugal,SL Benfica,POR 1
En-Nesyri,Non-Inform,76,2222.22,10000.0,Forward,ST,Morocco,CD Leganés,ESP 1
Sangaré,Non-Inform,76,84.21,400.0,Midfielder,CDM,Ivory Coast,Toulouse FC,FRA 1
Chalov,Non-Inform,76,84.21,400.0,Forward,ST,Russia,CSKA Moskva,RUS 1
Steffen,Non-Inform,76,466.67,2450.0,Goalkeeper,GK,United States,Fortuna Düsseldorf,GER 1
Orsolini,Non-Inform,76,45.67,411.0,Midfielder,CAM,Italy,Bologna,ITA 1
Kobayashi,Non-Inform,76,100.0,400.0,Forward,ST,Japan,Kawasaki Frontale,JPN 1
Zubeldia,Non-Inform,76,81.4,407.0,Midfielder,CDM,Spain,Real Sociedad,ESP 1
Sarr,Non-Inform,76,181.0,1267.0,Defender,CB,France,OGC Nice,FRA 1
Schlager,Non-Inform,76,70.88,443.0,Midfielder,CM,Austria,VfL Wolfsburg,GER 1
Unai Núñez,Non-Inform,76,53.33,400.0,Defender,CB,Spain,Athletic Club de Bilbao,ESP 1
Koopmeiners,Non-Inform,76,72.73,400.0,Midfielder,CDM,Netherlands,AZ,NED 1
Ndiaye,Non-Inform,76,61.54,400.0,Midfielder,LM,Senegal,Getafe CF,ESP 1
Koundé,Non-Inform,76,35.42,425.0,Defender,CB,France,Sevilla FC,ESP 1
Rodrygo,Non-Inform,76,54.4,408.0,Forward,LW,Brazil,Real Madrid,ESP 1
Kangin Lee,Non-Inform,76,72.73,400.0,Midfielder,CAM,Korea Republic,Valencia CF,ESP 1
Morrison,Non-Inform,76,1675.11,7538.0,Midfielder,CAM,England,Sheffield United,ENG 1
Rubén Blanco,Non-Inform,76,80.0,400.0,Goalkeeper,GK,Spain,RC Celta de Vigo,ESP 1
Maher,Non-Inform,76,80.0,400.0,Midfielder,CM,Netherlands,FC Utrecht,NED 1
Turan,Non-Inform,76,61.62,1750.0,Midfielder,LM,Turkey,FC Barcelona,ESP 1
Jørgensen,Non-Inform,76,53.33,400.0,Forward,ST,Denmark,Feyenoord,NED 1
Didillon,Non-Inform,76,116.14,813.0,Goalkeeper,GK,France,RC Genk,BEL 1
Morrison,Non-Inform,76,347.57,2433.0,Midfielder,CAM,England,Middlesbrough,ENG 2
Benkovic,Non-Inform,76,83.08,540.0,Defender,CB,Croatia,Bristol City,ENG 2
Cédric,Non-Inform,76,32.17,563.0,Defender,RB,Portugal,Arsenal,ENG 1
Jørgensen,Non-Inform,76,429.45,7086.0,Defender,CB,Denmark,Fortuna Düsseldorf,GER 1
Carles Pérez,EuropaLeagueMOTM,76,198.59,18667.0,Midfielder,RM,Spain,Roma,ITA 1
Woodrow,Inform,76,376.11,37611.0,Midfielder,CAM,England,Barnsley,ENG 2
Susaeta,Non-Inform,76,66.67,400.0,Midfielder,RM,Spain,Gamba Osaka,JPN 1
Bertolacci,Non-Inform,76,88.89,400.0,Midfielder,CM,Italy,Sampdoria,ITA 1
Budescu,Non-Inform,76,100.0,400.0,Midfielder,CAM,Romania,Astra Giurgiu,ROM 1
McNulty,TOTWMoments,76,246.46,23167.0,Forward,ST,Scotland,Hibernian,SCO 1
Reid,Non-Inform,76,57.55,400.0,Defender,CB,New Zealand,Sporting KC,USA 1
Đurić,TOTWMoments,76,315.16,29625.0,Forward,ST,Bosnia Herzegovina,Salernitana,ITA 2
Llorente,Non-Inform,76,100.0,700.0,Forward,ST,Spain,Napoli,ITA 1
Ki Sung Yueng,Non-Inform,76,1710.16,9423.0,Midfielder,CM,Korea Republic,RCD Mallorca,ESP 1
Locadia,Non-Inform,76,92.17,400.0,Forward,ST,Netherlands,FC Cincinnati,USA 1
Iljutcenko,MOTM,76,227.28,21364.0,Forward,ST,Russia,Pohang Steelers,KOR 1
Biankadi,TOTWMoments,76,269.95,25375.0,Forward,LF,Germany,Eintracht Braunschweig,GER 3
Higuaín,Non-Inform,76,82.82,400.0,Midfielder,CAM,Argentina,D.C. United,USA 1
Pekhart,MOTM,76,219.44,20667.0,Forward,ST,Czech Republic,Legia Warszawa,POL 1
Børven,Inform,76,227.39,21375.0,Forward,ST,Norway,Odds Ballklubb,NOR 1
Gedson Fernandes,Non-Inform,76,70.2,483.0,Midfielder,CM,Portugal,Tottenham Hotspur,ENG 1
Gedson Fernandes,ChampionsLeagueCommon,76,134.38,1075.0,Midfielder,CM,Portugal,Tottenham Hotspur,ENG 1
Vermeer,Non-Inform,76,80.8,404.0,Goalkeeper,GK,Netherlands,Los Angeles FC,USA 1
Caio,ChampionsLeagueCommon,76,88.4,7455.0,Midfielder,LM,Brazil,SL Benfica,POR 1
Andone,Non-Inform,76,154.22,694.0,Forward,ST,Romania,Galatasaray,TUR 1
Blas,Non-Inform,76,80.8,404.0,Midfielder,CM,France,FC Nantes,FRA 1
Dolberg,Non-Inform,76,80.0,400.0,Forward,ST,Denmark,OGC Nice,FRA 1
Schick,Non-Inform,76,110.5,442.0,Forward,ST,Czech Republic,RB Leipzig,GER 1
Coufal,ChampionsLeagueCommon,76,5.91,500.0,Defender,RB,Czech Republic,Slavia Praha,CSK 1
Théophile-Catherine,ChampionsLeagueCommon,76,4.72,400.0,Defender,CB,France,Dinamo Zagreb,CRO 1
Abraham,ChampionsLeagueRare,76,10.0,900.0,Forward,ST,England,Chelsea,ENG 1
Gedson Fernandes,ChampionsLeagueCommon,76,96.36,7933.0,Midfielder,CM,Portugal,SL Benfica,POR 1
Onazi,Non-Inform,76,129.56,583.0,Midfielder,CDM,Nigeria,Denizlispor,TUR 1
Borini,Non-Inform,76,64.83,400.0,Forward,LW,Italy,Hellas Verona,ITA 1
Xeka,ChampionsLeagueCommon,76,5.64,468.0,Midfielder,CDM,Portugal,LOSC Lille,FRA 1
Mangala,ChampionsLeagueCommon,76,5.77,483.0,Defender,CB,France,Valencia CF,ESP 1
Fernandinho,Non-Inform,76,54.0,405.0,Forward,RW,Brazil,Guangzhou Evergrande Taobao,CHN 1
Villanueva,Non-Inform,76,92.0,414.0,Midfielder,CAM,Chile,Al Fayha,SAU 1
Cervi,ChampionsLeagueRare,76,8.17,703.0,Midfielder,LM,Argentina,SL Benfica,POR 1
Choupo-Moting,ChampionsLeagueCommon,76,5.67,486.0,Forward,ST,Cameroon,Paris Saint-Germain,FRA 1
Pussetto,Non-Inform,76,69.0,414.0,Forward,ST,Argentina,Watford,ENG 1
Guidetti,Non-Inform,76,114.5,458.0,Forward,ST,Sweden,Hannover 96,GER 2
Lunin,Non-Inform,76,100.72,417.0,Goalkeeper,GK,Ukraine,Real Oviedo,ESP 2
Embarba,Non-Inform,76,80.0,400.0,Midfielder,RM,Spain,RCD Espanyol,ESP 1
Camarasa,Non-Inform,76,119.27,656.0,Midfielder,CM,Spain,Deportivo Alavés,ESP 1
En-Nesyri,Non-Inform,76,49.2,400.0,Forward,ST,Morocco,Sevilla FC,ESP 1
Aleñá,Non-Inform,76,111.43,1092.0,Midfielder,CM,Spain,Real Betis Balompié,ESP 1
Didillon,ChampionsLeagueCommon,76,48.13,425.0,Goalkeeper,GK,France,RC Genk,BEL 1
Acosta,Non-Inform,76,93.62,704.0,Midfielder,CAM,Argentina,Atlas,MEX 1
Borini,Non-Inform,76,878.4,5490.0,Forward,LW,Italy,Milan,ITA 1
Hernández,Non-Inform,76,80.0,400.0,Midfielder,RM,Mexico,Cruz Azul,MEX 1
Rubén Pérez,Non-Inform,76,72.73,400.0,Midfielder,CDM,Spain,CD Leganés,ESP 1
Jantschke,Non-Inform,76,51.61,400.0,Defender,CB,Germany,Borussia M.gladbach,GER 1
Kolodziejczak,Non-Inform,76,95.6,717.0,Defender,CB,France,AS Saint-Étienne,FRA 1
Zuber,Non-Inform,76,506.67,2280.0,Midfielder,CM,Switzerland,TSG 1899 Hoffenheim,GER 1
Hansen,Non-Inform,76,100.0,400.0,Goalkeeper,GK,Norway,Rosenborg BK,NOR 1
Quintero,Non-Inform,76,101.57,711.0,Forward,CF,Colombia,Minnesota United FC,USA 1
Blanco,Non-Inform,76,50.0,400.0,Midfielder,LM,Argentina,Portland Timbers,USA 1
Mangala,Non-Inform,76,33.33,400.0,Defender,CB,France,Valencia CF,ESP 1
Théophile-Catherine,Non-Inform,76,59.26,400.0,Defender,CB,France,Dinamo Zagreb,CRO 1
Montoya,Non-Inform,76,53.12,425.0,Defender,RB,Spain,Brighton and Hove Albion,ENG 1
Smith,Non-Inform,76,77.42,600.0,Defender,RB,England,Bournemouth,ENG 1
Jansson,Non-Inform,76,100.0,700.0,Defender,CB,Sweden,Brentford,ENG 2
Gray,Non-Inform,76,100.0,700.0,Forward,ST,England,Watford,ENG 1
Ōsako,Non-Inform,76,88.89,400.0,Forward,CF,Japan,Werder Bremen,GER 1
Mooy,Non-Inform,76,91.11,410.0,Midfielder,CM,Australia,Brighton and Hove Albion,ENG 1
Adrián,Non-Inform,76,45.0,450.0,Goalkeeper,GK,Spain,Liverpool,ENG 1
Ings,Non-Inform,76,131.25,525.0,Forward,ST,England,Southampton,ENG 1
Martínez,Non-Inform,76,100.0,400.0,Forward,ST,Colombia,Portimonense,POR 1
Pabón,Non-Inform,76,100.0,700.0,Forward,RW,Colombia,Monterrey,MEX 1
Mexer,Non-Inform,76,61.54,400.0,Defender,CB,Mozambique,Girondins de Bordeaux,FRA 1
Gutiérrez,Non-Inform,76,176.25,705.0,Forward,ST,Colombia,Junior de Barranquilla,COL 1
Moreno,Non-Inform,76,64.0,400.0,Midfielder,CAM,Colombia,Shanghai Greenland Shenhua,CHN 1
Unnerstall,Non-Inform,76,93.33,700.0,Goalkeeper,GK,Germany,PSV,NED 1
Raman,Non-Inform,76,100.0,700.0,Midfielder,LM,Belgium,FC Schalke 04,GER 1
Stoch,Non-Inform,76,105.71,740.0,Midfielder,LM,Slovakia,PAOK FC,GRE 1
Brizuela,Non-Inform,76,100.0,400.0,Midfielder,RM,Mexico,Guadalajara,MEX 1
van Aanholt,Non-Inform,76,136.36,1500.0,Defender,LB,Netherlands,Crystal Palace,ENG 1
Turan,ChampionsLeagueCommon,76,36.33,1030.0,Midfielder,LM,Turkey,FC Barcelona,ESP 1
Orozco,Non-Inform,76,80.0,400.0,Goalkeeper,GK,Mexico,Club Tijuana,MEX 1
Szalai,Non-Inform,76,88.89,400.0,Forward,ST,Hungary,1. FSV Mainz 05,GER 1
Terrier,Non-Inform,76,55.71,400.0,Forward,LW,France,Stade Rennais,FRA 1
Palhinha,Non-Inform,76,102.6,513.0,Midfielder,CDM,Portugal,Sporting CP,POR 1
Steffen,ChampionsLeagueCommon,76,82.07,467.0,Goalkeeper,GK,United States,Manchester City,ENG 1
Zinckernagel,Inform,76,330.19,31500.0,Forward,RW,Denmark,FK Bodø/Glimt,NOR 1
Steffen,Non-Inform,76,96.02,506.0,Goalkeeper,GK,United States,Manchester City,ENG 1
Ibarra,Non-Inform,76,61.51,700.0,Midfielder,RM,Ecuador,Atlas,MEX 1
Augustin,ChampionsLeagueCommon,76,103.34,650.0,Forward,ST,France,RB Leipzig,GER 1
Andone,ChampionsLeagueCommon,76,69.91,560.0,Forward,ST,Romania,Galatasaray,TUR 1
Johnson,Non-Inform,76,666.67,4000.0,Midfielder,LM,United States,Borussia M.gladbach,GER 1
Ki Sung Yueng,Non-Inform,76,66.67,400.0,Midfielder,CM,Korea Republic,FC Seoul,KOR 1
Aleix Vidal,Non-Inform,76,20.91,700.0,Midfielder,RM,Spain,Sevilla FC,ESP 1
Schürrle,ChampionsLeagueCommon,76,182.98,2333.0,Forward,LW,Germany,Borussia Dortmund,GER 1
Vieirinha,Non-Inform,76,70.8,708.0,Defender,LB,Portugal,PAOK FC,GRE 1
Fabricio,Non-Inform,76,350.95,1667.0,Goalkeeper,GK,Spain,RCD Mallorca,ESP 1
Papadopoulos,Non-Inform,76,90.91,500.0,Defender,CB,Greece,Hamburger SV,GER 2
Sánchez,Non-Inform,76,35.56,400.0,Defender,CB,Argentina,Monterrey,MEX 1
Lunin,ChampionsLeagueCommon,76,64.0,400.0,Goalkeeper,GK,Ukraine,Real Madrid,ESP 1
Biseswar,Non-Inform,76,100.0,400.0,Midfielder,CAM,Netherlands,PAOK FC,GRE 1
Lang,Non-Inform,76,111.86,783.0,Defender,RB,Switzerland,Werder Bremen,GER 1
Mangani,Non-Inform,76,80.0,400.0,Midfielder,CM,France,Angers SCO,FRA 1
De Guzmán,Non-Inform,76,285.71,1500.0,Midfielder,CM,Netherlands,Eintracht Frankfurt,GER 1
Lustenberger,Non-Inform,76,88.89,400.0,Defender,CB,Switzerland,BSC Young Boys,CHE 1
Donk,Non-Inform,76,100.0,700.0,Midfielder,CDM,Netherlands,Galatasaray,TUR 1
Nordtveit,Non-Inform,75,77.27,425.0,Defender,CB,Norway,TSG 1899 Hoffenheim,GER 1
Vainqueur,Non-Inform,75,185.57,1067.0,Midfielder,CDM,France,Toulouse FC,FRA 1
Akhmedov,Non-Inform,75,92.75,371.0,Midfielder,CM,Uzbekistan,Shanghai SIPG,CHN 1
Epureanu,Non-Inform,75,56.0,350.0,Defender,CB,Moldova,Medipol Başakşehir,TUR 1
Tekdemir,Non-Inform,75,42.71,363.0,Defender,CB,Turkey,Medipol Başakşehir,TUR 1
Sánchez,Non-Inform,75,190.0,950.0,Midfielder,CDM,Colombia,West Ham United,ENG 1
Lössl,Non-Inform,75,80.0,400.0,Goalkeeper,GK,Denmark,Everton,ENG 1
Domingo,Non-Inform,75,941.78,4238.0,Midfielder,CDM,Argentina,Independiente,ARG 1
Rodallega,Non-Inform,75,83.33,375.0,Forward,ST,Colombia,Denizlispor,TUR 1
Barragán,Non-Inform,75,390.43,2733.0,Defender,RB,Spain,Real Betis Balompié,ESP 1
Castro,Non-Inform,75,46.67,350.0,Midfielder,CM,Germany,VfB Stuttgart,GER 2
Zeca,Non-Inform,75,89.0,356.0,Midfielder,CM,Greece,FC København,DEN 1
Kraft,Non-Inform,75,279.83,1679.0,Goalkeeper,GK,Germany,Hertha BSC,GER 1
Vukovic,Non-Inform,75,112.57,394.0,Goalkeeper,GK,Australia,RC Genk,BEL 1
Gosling,Non-Inform,75,90.0,450.0,Midfielder,CM,England,Bournemouth,ENG 1
N'Doye,Non-Inform,75,105.0,420.0,Forward,ST,Senegal,FC København,DEN 1
Ranocchia,Non-Inform,75,17.3,493.0,Defender,CB,Italy,Inter,ITA 1
Taarabt,Non-Inform,75,91.0,364.0,Midfielder,CAM,Morocco,SL Benfica,POR 1
Okaka,Non-Inform,75,88.8,444.0,Forward,ST,Italy,Udinese,ITA 1
Kamara,Non-Inform,75,87.5,350.0,Forward,ST,Norway,D.C. United,USA 1
Kádár,Non-Inform,75,140.0,700.0,Defender,CB,Hungary,Dynamo Kyiv,UKR 1
Espinosa,Non-Inform,75,76.92,500.0,Defender,CB,Colombia,RCD Espanyol,ESP 1
Ritchie,Non-Inform,75,90.32,429.0,Defender,LB,Scotland,Newcastle United,ENG 1
Fabián,Non-Inform,75,418.75,1675.0,Midfielder,CAM,Mexico,Philadelphia Union,USA 1
Gibbs,Non-Inform,75,17.23,517.0,Defender,LB,England,West Bromwich Albion,ENG 2
Norwood,Non-Inform,75,92.0,414.0,Midfielder,CM,Northern Ireland,Sheffield United,ENG 1
Randolph,Non-Inform,75,716.75,2867.0,Goalkeeper,GK,Republic of Ireland,Middlesbrough,ENG 2
Allen,Non-Inform,75,90.75,363.0,Midfielder,CM,Wales,Stoke City,ENG 2
Hennessey,Non-Inform,75,101.08,657.0,Goalkeeper,GK,Wales,Crystal Palace,ENG 1
Buonanotte,Non-Inform,75,1116.31,7256.0,Midfielder,CAM,Argentina,Universidad Católica,CHL 1
Cota,Non-Inform,75,93.75,375.0,Goalkeeper,GK,Mexico,León,MEX 1
Domingo,Non-Inform,75,2200.0,9900.0,Midfielder,CDM,Argentina,Olimpia,CON1
Domínguez,Non-Inform,75,73.73,393.0,Midfielder,CM,Argentina,Bologna,ITA 1
Valdivia,Non-Inform,75,87.5,350.0,Midfielder,CAM,Chile,CD Vinazur,CHL 1
Corona,Non-Inform,75,87.5,350.0,Goalkeeper,GK,Mexico,Cruz Azul,MEX 1
De Silvestri,Non-Inform,75,124.4,933.0,Midfielder,RM,Italy,Torino,ITA 1
Wolff Eikrem,Non-Inform,75,102.86,360.0,Midfielder,CAM,Norway,Molde FK,NOR 1
Sambueza,Non-Inform,75,551.42,6617.0,Midfielder,RM,Argentina,Pachuca,MEX 1
Podolski,Non-Inform,75,479.17,5750.0,Midfielder,CAM,Germany,Vissel Kobe,JPN 1
Barbosa,Non-Inform,75,100.0,700.0,Goalkeeper,GK,Argentina,Villarreal CF,ESP 1
Özcan,Non-Inform,75,244.93,2633.0,Goalkeeper,GK,Austria,Bayer 04 Leverkusen,GER 1
Gönül,Non-Inform,75,128.69,933.0,Defender,RB,Turkey,Besiktas,TUR 1
Zabaleta,Non-Inform,75,1073.64,15031.0,Defender,RB,Argentina,West Ham United,ENG 1
Dann,Non-Inform,75,64.0,400.0,Defender,CB,England,Crystal Palace,ENG 1
Ayala,Non-Inform,75,52.86,370.0,Defender,CB,Mexico,Tigres U.A.N.L.,MEX 1
Fritzler,Non-Inform,75,72.73,400.0,Midfielder,CDM,Argentina,Colón,ARG 1
Erkin,Non-Inform,75,80.56,725.0,Defender,LB,Turkey,Besiktas,TUR 1
Mario Suárez,Non-Inform,75,19.07,429.0,Midfielder,CM,Spain,Rayo Vallecano,ESP 2
Traoré,Non-Inform,75,48.5,388.0,Defender,CB,Ivory Coast,Angers SCO,FRA 1
André Ramalho,ChampionsLeagueCommon,75,7.35,350.0,Defender,CB,Brazil,Red Bull Salzburg,AUT 1
Montes,Non-Inform,75,77.78,350.0,Midfielder,CM,Mexico,León,MEX 1
Falk,Non-Inform,75,100.0,650.0,Midfielder,CM,Denmark,FC København,DEN 1
Caio,Non-Inform,75,462.5,3700.0,Forward,ST,Brazil,Al Ain FC,UAE 1
Jara,Non-Inform,75,104.44,470.0,Forward,ST,Argentina,Pachuca,MEX 1
Austin,Non-Inform,75,11.34,363.0,Forward,ST,England,West Bromwich Albion,ENG 2
Fuenzalida,Non-Inform,75,415.38,2700.0,Forward,RW,Chile,Universidad Católica,CHL 1
Ayew,Non-Inform,75,81.68,388.0,Forward,ST,Ghana,Crystal Palace,ENG 1
Nagbe,Non-Inform,75,115.75,463.0,Midfielder,CM,United States,Atlanta United FC,USA 1
Kurtić,Non-Inform,75,1135.0,5675.0,Midfielder,CM,Slovenia,Spal,ITA 1
Ximo Navarro,Non-Inform,75,89.62,717.0,Defender,CB,Spain,Deportivo Alavés,ESP 1
Gabriel,Non-Inform,75,82.0,410.0,Goalkeeper,GK,Brazil,Lecce,ITA 1
Gomis,Non-Inform,75,80.0,360.0,Goalkeeper,GK,Senegal,Dijon FCO,FRA 1
Biraghi,Non-Inform,75,25.64,500.0,Defender,LB,Italy,Inter,ITA 1
Eysseric,Non-Inform,75,216.12,1783.0,Forward,LW,France,Fiorentina,ITA 1
Waris,Non-Inform,75,430.71,3338.0,Midfielder,RM,Ghana,FC Porto,POR 1
Santander,Non-Inform,75,85.0,425.0,Forward,ST,Paraguay,Bologna,ITA 1
Sansone,Non-Inform,75,80.0,400.0,Forward,ST,Italy,Bologna,ITA 1
Konoplyanka,Non-Inform,75,25.0,350.0,Midfielder,LM,Ukraine,Shakhtar Donetsk,UKR 1
Teodorczyk,Non-Inform,75,70.0,420.0,Forward,ST,Poland,Udinese,ITA 1
Andersen,Non-Inform,75,100.46,653.0,Midfielder,CAM,Denmark,Aalborg BK,DEN 1
Katai,Non-Inform,75,2000.0,10000.0,Midfielder,LM,Serbia,Chicago Fire,USA 1
Klement,Non-Inform,75,76.19,400.0,Midfielder,CAM,Germany,VfB Stuttgart,GER 2
Sarr,Non-Inform,75,40.78,367.0,Defender,RB,France,Olympique de Marseille,FRA 1
Eric Botteghin,Non-Inform,75,36.4,364.0,Defender,CB,Brazil,Feyenoord,NED 1
Dummett,Non-Inform,75,72.73,400.0,Defender,CB,Wales,Newcastle United,ENG 1
Gutiérrez,Non-Inform,75,87.5,350.0,Midfielder,CM,Chile,Sporting KC,USA 1
Drmić,Non-Inform,75,86.6,433.0,Forward,ST,Switzerland,Norwich City,ENG 1
Drexler,Non-Inform,75,87.11,392.0,Midfielder,CAM,Germany,1. FC Köln,GER 1
Paloschi,Non-Inform,75,900.0,4500.0,Forward,ST,Italy,Spal,ITA 1
Chavalerin,Non-Inform,75,72.6,363.0,Midfielder,CDM,France,Stade de Reims,FRA 1
Gulde,Non-Inform,75,53.42,414.0,Defender,CB,Germany,SC Freiburg,GER 1
van Wolfswinkel,Non-Inform,75,87.5,350.0,Forward,ST,Netherlands,FC Basel,CHE 1
Günok,Non-Inform,75,76.0,361.0,Goalkeeper,GK,Turkey,Medipol Başakşehir,TUR 1
Salibur,Non-Inform,75,25.56,460.0,Midfielder,RM,France,RCD Mallorca,ESP 1
Quique,Non-Inform,75,81.82,450.0,Forward,ST,Spain,SD Eibar,ESP 1
Santon,Non-Inform,75,41.18,350.0,Defender,RB,Italy,Roma,ITA 1
