Name,Rating,Position,General Position,Skills,Weakfoot,Age,Height(cm),Weight(kg),Workrate,Foot,Card Type,Nation,Club,League,Total Stats,Average Price,Median Price,Current Price,PAC,Acceleration,Sprint Speed,SHO,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,PAS,Vision,Crossing,FK.Acc.,Short Pass,Long Pass,Curve,DRI,Agility,Balance,Reactions,Ball Control,Dribbling,Composure,DEF,Interceptions,Heading Acc.,Def. Awareness,Stand Tackle,Slide Tackle,PHY,Jumping,Stamina,Strength,Aggression
Sand,76,ST,Forward,3,4,38,185,82,HIGH/LOW,Right,Sudamericana,Argentina,Lanús,ARG 1,1790,,,,46,43.0,48.0,79,83.0,81.0,77.0,73.0,77.0,83.0,61,69.0,53.0,65.0,69.0,43.0,61.0,66,42.0,29.0,81.0,75.0,65.0,85.0,36,33.0,79.0,43.0,21.0,25.0,74,71.0,61.0,82.0,73.0
Garmash,76,CAM,Midfielder,3,3,29,186,75,HIGH/HIGH,Right,Non-Inform,Ukraine,Çaykur Rizespor,TUR 1,1974,478.2,425.0,539.0,63,62.0,63.0,72,58.0,72.0,80.0,81.0,35.0,51.0,74,82.0,68.0,43.0,80.0,76.0,41.0,71,67.0,77.0,75.0,72.0,69.0,75.0,71,78.0,56.0,69.0,73.0,69.0,77,59.0,78.0,73.0,92.0
Schick,76,ST,Forward,4,2,23,186,73,MED/MED,Left,ChampionsLeagueCommon,Czech Republic,RB Leipzig,GER 1,1876,1029.93,900.0,533.0,71,71.0,71.0,73,76.0,75.0,72.0,73.0,72.0,58.0,70,73.0,64.0,56.0,76.0,59.0,78.0,80,83.0,67.0,72.0,82.0,82.0,73.0,36,22.0,74.0,50.0,24.0,19.0,64,68.0,59.0,68.0,59.0
Ndiaye,76,CM,Midfielder,3,3,28,180,76,HIGH/HIGH,Right,Non-Inform,Senegal,Trabzonspor,TUR 1,2154,913.92,800.0,786.0,85,85.0,85.0,71,73.0,68.0,80.0,71.0,65.0,65.0,73,75.0,70.0,65.0,76.0,70.0,78.0,78,82.0,76.0,76.0,76.0,78.0,78.0,72,73.0,55.0,75.0,74.0,68.0,80,75.0,88.0,77.0,77.0
Guzmán,76,CM,Midfielder,3,3,24,175,81,HIGH/MED,Right,Non-Inform,Mexico,Guadalajara,MEX 1,2061,2939.38,1689.0,4000.0,75,74.0,75.0,71,72.0,71.0,75.0,74.0,48.0,66.0,73,74.0,63.0,67.0,79.0,74.0,63.0,75,73.0,74.0,75.0,76.0,75.0,70.0,69,70.0,79.0,71.0,65.0,67.0,70,78.0,81.0,66.0,66.0
Ascacíbar,76,CDM,Midfielder,2,3,22,168,70,MED/HIGH,Right,Non-Inform,Argentina,Hertha BSC,GER 1,1880,561.13,526.0,421.0,70,74.0,66.0,46,31.0,36.0,53.0,64.0,47.0,48.0,61,60.0,51.0,41.0,70.0,67.0,47.0,66,79.0,88.0,74.0,63.0,62.0,65.0,77,83.0,47.0,80.0,80.0,78.0,76,83.0,92.0,61.0,90.0
Grbic,76,ST,Forward,2,4,23,188,82,HIGH/MED,Right,Inform,Austria,Clermont Foot,FRA 2,1859,17925.32,12293.0,39778.0,81,77.0,83.0,78,71.0,78.0,81.0,75.0,72.0,79.0,62,60.0,60.0,78.0,65.0,49.0,67.0,72,69.0,72.0,66.0,76.0,73.0,54.0,30,22.0,86.0,23.0,27.0,22.0,75,60.0,75.0,82.0,57.0
Augustin,76,ST,Forward,4,3,21,177,69,MED/MED,Right,Non-Inform,France,Leeds United,ENG 2,1791,712.32,550.0,3029.0,81,83.0,80.0,75,81.0,80.0,76.0,63.0,69.0,67.0,62,65.0,66.0,38.0,68.0,48.0,52.0,79,79.0,78.0,71.0,81.0,80.0,62.0,30,22.0,58.0,36.0,24.0,17.0,63,67.0,66.0,67.0,47.0
Foden,76,CAM,Midfielder,4,3,19,171,69,MED/MED,Left,ChampionsLeagueRare,England,Manchester City,ENG 1,1906,1535.23,1310.0,1233.0,74,77.0,72.0,64,69.0,66.0,70.0,61.0,48.0,48.0,74,76.0,68.0,57.0,80.0,74.0,68.0,79,87.0,89.0,69.0,79.0,77.0,78.0,55,58.0,47.0,56.0,58.0,47.0,55,49.0,72.0,44.0,62.0
Rodrygo,76,LW,Forward,4,3,18,174,64,MED/MED,Right,ChampionsLeagueCommon,Brazil,Real Madrid,ESP 1,1891,1793.95,1271.0,750.0,85,86.0,84.0,72,80.0,74.0,71.0,70.0,67.0,65.0,65,68.0,70.0,73.0,67.0,45.0,72.0,80,87.0,84.0,77.0,76.0,81.0,81.0,29,21.0,62.0,25.0,28.0,24.0,57,73.0,82.0,44.0,54.0
Lookman,76,RM,Midfielder,3,4,21,174,78,HIGH/MED,Right,ChampionsLeagueCommon,England,RB Leipzig,GER 1,1876,987.71,838.0,556.0,82,87.0,78.0,74,76.0,74.0,80.0,71.0,61.0,65.0,68,71.0,71.0,55.0,73.0,50.0,71.0,83,90.0,86.0,69.0,80.0,85.0,76.0,28,33.0,49.0,24.0,24.0,25.0,61,65.0,67.0,55.0,65.0
Cornet,76,RW,Forward,3,5,22,179,69,HIGH/HIGH,Left,ChampionsLeagueRare,Ivory Coast,Olympique Lyonnais,FRA 1,1952,1284.4,942.0,783.0,88,87.0,88.0,76,77.0,77.0,80.0,75.0,67.0,64.0,69,69.0,74.0,65.0,73.0,53.0,68.0,75,83.0,78.0,71.0,74.0,76.0,65.0,36,35.0,68.0,34.0,31.0,29.0,72,73.0,82.0,68.0,68.0
Boril,76,LB,Defender,3,4,28,175,75,HIGH/HIGH,Right,ChampionsLeagueCommon,Czech Republic,Slavia Praha,CSK 1,2039,681.94,588.0,425.0,78,76.0,79.0,60,65.0,60.0,66.0,58.0,57.0,51.0,69,65.0,77.0,49.0,70.0,69.0,57.0,73,74.0,78.0,72.0,74.0,71.0,72.0,74,74.0,70.0,76.0,74.0,72.0,82,82.0,87.0,77.0,87.0
Kangin Lee,76,CAM,Midfielder,4,3,18,173,61,HIGH/LOW,Left,ChampionsLeagueCommon,Korea Republic,Valencia CF,ESP 1,1816,863.35,633.0,555.0,72,71.0,73.0,71,63.0,70.0,72.0,75.0,60.0,70.0,75,80.0,70.0,81.0,74.0,72.0,78.0,79,85.0,87.0,68.0,78.0,80.0,71.0,27,29.0,45.0,26.0,23.0,23.0,49,38.0,58.0,46.0,50.0
Rúben Semedo,76,CB,Defender,2,3,25,194,84,MED/HIGH,Right,ChampionsLeagueCommon,Portugal,Olympiacos CFP,GRE 1,1772,781.44,650.0,435.0,68,66.0,70.0,52,48.0,43.0,70.0,58.0,51.0,38.0,54,48.0,38.0,26.0,72.0,60.0,22.0,64,65.0,51.0,70.0,65.0,64.0,69.0,74,74.0,74.0,72.0,77.0,74.0,77,77.0,69.0,80.0,81.0
Rodić,76,RW,Forward,3,3,26,176,74,MED/MED,Right,Inform,Montenegro,Hammarby IF,SWE 1,1997,21173.13,17000.0,42500.0,87,89.0,85.0,72,79.0,76.0,67.0,68.0,64.0,58.0,69,77.0,76.0,50.0,69.0,53.0,61.0,77,87.0,91.0,74.0,72.0,78.0,66.0,53,51.0,43.0,47.0,61.0,54.0,74,72.0,87.0,64.0,78.0
Bongonda,76,LM,Midfielder,4,3,23,176,64,MED/MED,Left,ChampionsLeagueCommon,Belgium,RC Genk,BEL 1,1826,710.83,600.0,427.0,82,85.0,80.0,68,71.0,65.0,72.0,72.0,65.0,57.0,70,67.0,72.0,63.0,75.0,62.0,64.0,82,89.0,79.0,70.0,82.0,82.0,73.0,26,30.0,47.0,17.0,26.0,24.0,55,84.0,68.0,55.0,30.0
Mvogo,76,GK,Goalkeeper,1,3,24,190,90,MED/MED,Right,ChampionsLeagueCommon,Switzerland,RB Leipzig,GER 1,930,1145.53,967.0,492.0,80,43.0,41.0,74,13.0,10.0,53.0,14.0,19.0,20.0,71,58.0,13.0,20.0,24.0,22.0,14.0,79,58.0,57.0,71.0,27.0,18.0,30.0,42,13.0,24.0,28.0,18.0,12.0,71,71.0,28.0,74.0,37.0
Živković,76,RM,Midfielder,4,3,23,169,68,MED/MED,Left,ChampionsLeagueCommon,Serbia,SL Benfica,POR 1,1997,810.47,686.0,438.0,75,77.0,74.0,69,68.0,65.0,79.0,69.0,66.0,68.0,74,77.0,72.0,73.0,75.0,70.0,83.0,82,80.0,88.0,80.0,82.0,83.0,80.0,57,65.0,43.0,51.0,64.0,50.0,51,53.0,61.0,43.0,58.0
Haidara,76,CM,Midfielder,4,2,21,175,68,MED/MED,Right,ChampionsLeagueCommon,Mali,RB Leipzig,GER 1,2055,789.89,710.0,587.0,73,74.0,72.0,70,74.0,68.0,75.0,74.0,61.0,62.0,74,76.0,68.0,62.0,77.0,73.0,75.0,76,77.0,74.0,77.0,76.0,76.0,80.0,65,71.0,50.0,61.0,70.0,66.0,69,76.0,82.0,64.0,64.0
Guzmán,76,CAM,Midfielder,2,3,21,172,64,HIGH/HIGH,Right,Inform,Colombia,Envigado,COL 1,1871,22962.35,19833.0,69333.0,82,86.0,77.0,68,76.0,75.0,63.0,59.0,54.0,68.0,70,83.0,59.0,71.0,71.0,61.0,61.0,81,83.0,99.0,58.0,82.0,81.0,76.0,38,17.0,60.0,68.0,21.0,16.0,54,87.0,66.0,46.0,47.0
Fosu,76,LM,Midfielder,4,3,23,170,67,MED/LOW,Right,Inform,England,Oxford United,ENG 3,1915,19329.48,15500.0,65000.0,90,92.0,88.0,74,77.0,77.0,72.0,75.0,53.0,69.0,69,72.0,71.0,55.0,70.0,63.0,58.0,77,90.0,81.0,72.0,74.0,77.0,71.0,45,41.0,48.0,63.0,32.0,27.0,60,63.0,78.0,51.0,55.0
Mossoró,76,CAM,Midfielder,4,4,36,170,67,HIGH/MED,Right,Non-Inform,Brazil,Medipol Başakşehir,TUR 1,1986,,,,70,76.0,65.0,72,72.0,68.0,75.0,77.0,72.0,66.0,75,77.0,71.0,69.0,77.0,72.0,77.0,78,76.0,90.0,72.0,78.0,77.0,76.0,45,42.0,60.0,44.0,42.0,47.0,60,74.0,60.0,47.0,87.0
Elyounoussi,76,LM,Midfielder,4,4,25,178,70,MED/MED,Right,Non-Inform,Norway,Southampton,ENG 1,1946,,,,78,81.0,75.0,71,71.0,70.0,76.0,70.0,74.0,64.0,75,73.0,76.0,64.0,78.0,75.0,73.0,76,79.0,78.0,72.0,76.0,76.0,66.0,39,36.0,64.0,40.0,31.0,44.0,63,79.0,75.0,61.0,49.0
Locadia,76,ST,Forward,3,4,25,185,87,HIGH/MED,Right,Non-Inform,Netherlands,TSG 1899 Hoffenheim,GER 1,1907,1325.17,905.0,2018.0,73,70.0,76.0,75,71.0,74.0,84.0,71.0,70.0,69.0,71,69.0,72.0,74.0,71.0,70.0,65.0,73,66.0,63.0,74.0,74.0,74.0,76.0,36,37.0,66.0,29.0,34.0,31.0,73,59.0,66.0,78.0,74.0
Adams,76,CDM,Midfielder,3,3,20,176,68,HIGH/HIGH,Right,ChampionsLeagueCommon,United States,RB Leipzig,GER 1,1939,764.89,683.0,506.0,76,78.0,74.0,48,65.0,48.0,51.0,46.0,33.0,51.0,67,71.0,52.0,42.0,77.0,72.0,52.0,73,79.0,84.0,77.0,71.0,70.0,75.0,73,74.0,65.0,74.0,76.0,69.0,75,83.0,86.0,68.0,76.0
Çelik,76,RB,Defender,3,3,22,180,78,HIGH/MED,Right,ChampionsLeagueCommon,Turkey,LOSC Lille,FRA 1,1902,781.86,670.0,417.0,81,80.0,82.0,42,72.0,37.0,49.0,36.0,42.0,46.0,70,69.0,74.0,37.0,74.0,67.0,68.0,71,67.0,67.0,71.0,75.0,69.0,69.0,73,75.0,65.0,74.0,74.0,72.0,74,64.0,82.0,71.0,74.0
Florentino,76,CDM,Midfielder,3,2,20,184,73,MED/HIGH,Right,ChampionsLeagueCommon,Portugal,SL Benfica,POR 1,1820,665.41,560.0,425.0,65,62.0,67.0,44,61.0,35.0,65.0,43.0,36.0,38.0,62,66.0,41.0,32.0,74.0,73.0,44.0,69,72.0,66.0,74.0,73.0,64.0,76.0,76,78.0,67.0,76.0,78.0,77.0,73,59.0,77.0,71.0,75.0
Donk,76,CDM,Midfielder,3,2,33,192,80,MED/HIGH,Right,ChampionsLeagueRare,Netherlands,Galatasaray,TUR 1,1928,989.61,825.0,705.0,60,58.0,62.0,64,64.0,60.0,81.0,67.0,42.0,50.0,68,76.0,60.0,39.0,75.0,70.0,44.0,70,60.0,35.0,68.0,75.0,73.0,71.0,74,76.0,75.0,71.0,76.0,68.0,85,81.0,89.0,88.0,74.0
Jaume,76,GK,Goalkeeper,1,3,27,185,73,MED/MED,Right,ChampionsLeagueCommon,Spain,Valencia CF,ESP 1,1014,851.46,594.0,464.0,74,58.0,58.0,73,16.0,11.0,56.0,12.0,18.0,25.0,75,43.0,30.0,13.0,32.0,32.0,25.0,82,60.0,59.0,69.0,32.0,13.0,56.0,58,25.0,16.0,20.0,12.0,22.0,72,72.0,40.0,68.0,21.0
Kverkvelia,76,CB,Defender,2,2,27,196,87,MED/MED,Right,ChampionsLeagueRare,Georgia,Lokomotiv Moskva,RUS 1,1630,933.02,770.0,700.0,72,69.0,74.0,38,24.0,40.0,48.0,30.0,34.0,36.0,53,58.0,39.0,27.0,60.0,66.0,33.0,42,41.0,36.0,72.0,42.0,35.0,75.0,78,82.0,71.0,79.0,78.0,74.0,81,71.0,82.0,86.0,68.0
Adrián,76,GK,Goalkeeper,1,2,31,190,80,MED/MED,Right,ChampionsLeagueCommon,Spain,Liverpool,ENG 1,939,1005.44,875.0,686.0,79,46.0,44.0,72,12.0,16.0,51.0,20.0,12.0,44.0,68,32.0,12.0,17.0,21.0,32.0,12.0,80,53.0,48.0,71.0,23.0,15.0,59.0,45,25.0,15.0,18.0,19.0,14.0,72,69.0,38.0,63.0,38.0
Schmelzer,76,LB,Defender,2,2,31,181,74,HIGH/HIGH,Left,ChampionsLeagueCommon,Germany,Borussia Dortmund,GER 1,1948,1121.37,950.0,700.0,74,72.0,75.0,48,54.0,34.0,75.0,54.0,47.0,46.0,67,52.0,72.0,67.0,74.0,63.0,73.0,66,65.0,63.0,77.0,69.0,63.0,72.0,76,77.0,69.0,76.0,78.0,76.0,76,75.0,75.0,74.0,81.0
Álvarez,76,CB,Defender,2,4,21,185,73,MED/MED,Right,ChampionsLeagueCommon,Mexico,Ajax,NED 1,1934,825.76,700.0,400.0,70,71.0,70.0,53,55.0,50.0,67.0,40.0,63.0,65.0,66,63.0,64.0,40.0,74.0,74.0,40.0,68,74.0,66.0,73.0,71.0,64.0,71.0,75,75.0,77.0,75.0,75.0,76.0,75,73.0,73.0,75.0,80.0
Gollini,76,GK,Goalkeeper,1,3,23,194,90,MED/MED,Right,ChampionsLeagueCommon,Italy,Atalanta,ITA 1,911,670.55,575.0,511.0,77,46.0,48.0,72,12.0,14.0,50.0,17.0,20.0,21.0,67,30.0,17.0,15.0,31.0,25.0,13.0,78,56.0,52.0,72.0,24.0,18.0,63.0,47,18.0,19.0,20.0,12.0,19.0,76,52.0,40.0,68.0,19.0
Aleñá,76,CM,Midfielder,4,3,21,180,73,HIGH/MED,Left,ChampionsLeagueCommon,Spain,FC Barcelona,ESP 1,1950,4648.63,4425.0,700.0,75,76.0,75.0,68,72.0,67.0,69.0,76.0,41.0,73.0,73,78.0,66.0,59.0,77.0,72.0,68.0,78,77.0,73.0,78.0,78.0,79.0,79.0,61,68.0,34.0,70.0,62.0,48.0,62,51.0,68.0,64.0,52.0
Guilherme,76,CDM,Midfielder,3,4,28,179,76,MED/MED,Right,ChampionsLeagueCommon,Brazil,Olympiacos CFP,GRE 1,2031,697.62,558.0,407.0,67,69.0,66.0,64,64.0,58.0,82.0,62.0,59.0,55.0,72,73.0,62.0,68.0,78.0,74.0,64.0,69,74.0,69.0,76.0,74.0,64.0,72.0,72,76.0,63.0,69.0,76.0,74.0,78,74.0,79.0,76.0,81.0
Terrier,76,LW,Forward,4,3,22,184,73,MED/MED,Right,ChampionsLeagueCommon,France,Olympique Lyonnais,FRA 1,1906,1257.78,800.0,5138.0,82,82.0,82.0,76,79.0,78.0,77.0,74.0,66.0,62.0,73,76.0,69.0,55.0,77.0,69.0,74.0,75,74.0,66.0,75.0,77.0,75.0,78.0,34,27.0,60.0,34.0,31.0,34.0,64,66.0,68.0,66.0,55.0
Amissi,76,CAM,Midfielder,3,3,29,172,70,MED/MED,Right,Inform,Burundi,Al Taawoun,SAU 1,2097,17096.42,12687.5,36000.0,82,78.0,84.0,76,80.0,73.0,83.0,76.0,65.0,67.0,70,68.0,64.0,45.0,79.0,73.0,50.0,76,72.0,83.0,72.0,77.0,74.0,74.0,69,65.0,70.0,66.0,73.0,67.0,79,83.0,88.0,75.0,73.0
Lundstram,76,CM,Midfielder,2,5,25,181,74,MED/HIGH,Right,Inform,England,Sheffield United,ENG 1,2085,16923.84,12775.0,39250.0,74,75.0,72.0,68,63.0,64.0,77.0,75.0,56.0,53.0,73,74.0,59.0,61.0,79.0,78.0,76.0,71,77.0,66.0,71.0,77.0,65.0,76.0,78,79.0,59.0,80.0,78.0,82.0,80,65.0,87.0,74.0,87.0
Inglese,76,ST,Forward,3,3,27,186,85,MED/MED,Right,Non-Inform,Italy,Parma,ITA 1,1677,551.87,517.0,400.0,58,49.0,66.0,75,78.0,78.0,78.0,68.0,70.0,72.0,49,42.0,39.0,36.0,65.0,35.0,68.0,69,54.0,55.0,72.0,76.0,68.0,74.0,27,19.0,90.0,30.0,13.0,12.0,70,83.0,62.0,85.0,40.0
Kiko Olivas,76,CB,Defender,2,3,31,184,76,MED/MED,Right,Non-Inform,Spain,Real Valladolid,ESP 1,1754,690.15,675.0,417.0,52,50.0,54.0,52,57.0,56.0,62.0,36.0,53.0,38.0,59,57.0,44.0,36.0,73.0,66.0,30.0,60,53.0,36.0,76.0,67.0,56.0,72.0,76,76.0,73.0,76.0,77.0,72.0,78,78.0,80.0,80.0,70.0
Iturraspe,76,CM,Midfielder,3,3,30,187,78,MED/MED,Right,Non-Inform,Spain,RCD Espanyol,ESP 1,1882,565.66,533.0,617.0,44,42.0,46.0,63,73.0,61.0,67.0,68.0,47.0,58.0,72,77.0,57.0,66.0,77.0,76.0,68.0,67,40.0,43.0,76.0,75.0,69.0,72.0,76,77.0,76.0,71.0,80.0,77.0,69,33.0,66.0,74.0,70.0
McCarthy,76,GK,Goalkeeper,1,2,29,193,79,MED/MED,Right,Non-Inform,England,Southampton,ENG 1,943,592.89,550.0,439.0,77,58.0,56.0,75,16.0,17.0,48.0,14.0,12.0,41.0,64,50.0,11.0,18.0,33.0,35.0,15.0,80,35.0,43.0,69.0,17.0,17.0,61.0,57,22.0,16.0,13.0,13.0,12.0,75,68.0,35.0,63.0,35.0
Berisha,76,GK,Goalkeeper,1,2,30,194,92,MED/MED,Left,Non-Inform,Albania,Spal,ITA 1,791,480.54,450.0,400.0,76,28.0,28.0,76,12.0,13.0,50.0,15.0,11.0,22.0,67,42.0,11.0,12.0,19.0,26.0,13.0,78,33.0,30.0,73.0,17.0,12.0,59.0,28,22.0,12.0,20.0,10.0,11.0,75,57.0,39.0,64.0,30.0
Miguel Lopes,76,RB,Defender,3,4,32,182,83,HIGH/MED,Right,Non-Inform,Portugal,Kayserispor,TUR 1,1969,619.64,600.0,400.0,77,77.0,77.0,50,65.0,40.0,70.0,45.0,55.0,50.0,68,62.0,77.0,55.0,70.0,65.0,70.0,71,68.0,67.0,69.0,72.0,72.0,68.0,74,77.0,65.0,75.0,74.0,73.0,78,71.0,86.0,75.0,79.0
Schmelzer,76,LB,Defender,2,2,31,181,74,HIGH/HIGH,Left,Non-Inform,Germany,Borussia Dortmund,GER 1,1948,990.21,897.0,400.0,74,72.0,75.0,48,54.0,34.0,75.0,54.0,47.0,46.0,67,52.0,72.0,67.0,74.0,63.0,73.0,66,65.0,63.0,77.0,69.0,63.0,72.0,76,77.0,69.0,76.0,78.0,76.0,76,75.0,75.0,74.0,81.0
Acosta,76,LW,Forward,4,4,31,169,67,HIGH/HIGH,Right,Non-Inform,Argentina,Lanús,ARG 1,2012,969.67,757.5,2214.0,92,90.0,93.0,70,76.0,69.0,73.0,67.0,75.0,65.0,67,73.0,69.0,45.0,67.0,65.0,65.0,80,88.0,91.0,80.0,77.0,78.0,80.0,45,57.0,67.0,41.0,37.0,33.0,63,88.0,76.0,48.0,79.0
Diogo Viana,76,RB,Defender,4,3,29,174,69,HIGH/MED,Right,Non-Inform,Portugal,Braga,POR 1,2071,666.18,640.0,442.0,84,84.0,84.0,65,68.0,58.0,77.0,67.0,56.0,68.0,73,67.0,77.0,72.0,75.0,67.0,81.0,78,81.0,79.0,77.0,77.0,78.0,68.0,71,69.0,56.0,73.0,74.0,75.0,65,57.0,79.0,55.0,72.0
Villanueva,76,CAM,Midfielder,5,3,33,173,73,MED/LOW,Left,Non-Inform,Chile,Al Ittihad,SAU 1,1921,1717.5,1540.0,2967.0,61,63.0,60.0,71,69.0,64.0,79.0,77.0,81.0,73.0,76,79.0,65.0,80.0,80.0,77.0,75.0,78,89.0,78.0,74.0,77.0,78.0,74.0,50,42.0,52.0,66.0,44.0,36.0,50,35.0,68.0,46.0,40.0
Kouyaté,76,CDM,Midfielder,3,3,29,189,83,HIGH/MED,Right,Non-Inform,Senegal,Crystal Palace,ENG 1,1973,822.3,700.0,706.0,69,64.0,73.0,65,72.0,65.0,74.0,63.0,50.0,52.0,61,63.0,53.0,47.0,68.0,64.0,39.0,69,62.0,57.0,79.0,73.0,68.0,72.0,76,77.0,79.0,74.0,77.0,75.0,85,77.0,88.0,84.0,84.0
El Kaddouri,76,CAM,Midfielder,3,4,29,185,82,HIGH/MED,Right,Non-Inform,Morocco,PAOK FC,GRE 1,2028,481.45,438.0,400.0,74,73.0,75.0,71,74.0,63.0,81.0,77.0,70.0,70.0,76,77.0,73.0,72.0,78.0,75.0,77.0,76,72.0,54.0,71.0,80.0,77.0,72.0,57,61.0,71.0,50.0,59.0,53.0,71,70.0,70.0,77.0,56.0
Rochina,76,CM,Midfielder,4,2,28,182,76,MED/MED,Left,Non-Inform,Spain,Levante UD,ESP 1,2041,575.2,550.0,414.0,69,72.0,67.0,76,73.0,74.0,80.0,82.0,68.0,67.0,77,78.0,69.0,77.0,79.0,77.0,81.0,80,71.0,74.0,72.0,82.0,83.0,78.0,54,53.0,54.0,51.0,57.0,53.0,69,64.0,69.0,71.0,65.0
Gebre Selassie,76,RB,Defender,3,2,32,181,71,MED/MED,Right,Non-Inform,Czech Republic,Werder Bremen,GER 1,1971,602.01,580.0,400.0,73,72.0,74.0,51,67.0,49.0,62.0,39.0,49.0,51.0,70,61.0,75.0,58.0,76.0,69.0,52.0,75,71.0,66.0,73.0,77.0,76.0,72.0,75,81.0,80.0,73.0,74.0,68.0,72,90.0,76.0,69.0,71.0
Skorupski,76,GK,Goalkeeper,1,2,28,187,84,MED/MED,Right,Non-Inform,Poland,Bologna,ITA 1,868,501.52,469.0,419.0,80,51.0,51.0,75,13.0,11.0,41.0,15.0,17.0,22.0,54,32.0,19.0,19.0,29.0,26.0,12.0,81,48.0,38.0,68.0,23.0,18.0,58.0,51,17.0,10.0,18.0,12.0,12.0,75,66.0,31.0,58.0,33.0
Radovanović,76,CDM,Midfielder,2,3,31,187,80,LOW/HIGH,Right,Non-Inform,Serbia,Genoa,ITA 1,1965,479.91,450.0,400.0,55,48.0,61.0,59,61.0,40.0,83.0,78.0,56.0,58.0,72,75.0,62.0,58.0,77.0,76.0,65.0,68,58.0,57.0,72.0,74.0,67.0,75.0,73,79.0,72.0,68.0,77.0,68.0,77,71.0,71.0,79.0,79.0
Pedraza,76,LB,Defender,3,2,23,184,73,HIGH/MED,Left,Non-Inform,Spain,Villarreal CF,ESP 1,2038,565.97,505.0,406.0,83,81.0,84.0,71,69.0,72.0,78.0,69.0,59.0,64.0,71,66.0,78.0,57.0,73.0,70.0,68.0,75,72.0,63.0,71.0,77.0,78.0,65.0,69,68.0,64.0,72.0,67.0,69.0,73,63.0,78.0,71.0,72.0
Portillo,76,RM,Midfielder,3,3,29,169,60,MED/MED,Right,Non-Inform,Spain,Getafe CF,ESP 1,1965,643.56,600.0,400.0,61,63.0,60.0,72,75.0,76.0,68.0,69.0,64.0,62.0,77,77.0,79.0,63.0,78.0,77.0,76.0,77,72.0,84.0,74.0,77.0,78.0,70.0,55,56.0,59.0,52.0,56.0,53.0,63,58.0,70.0,63.0,56.0
Aitor,76,GK,Goalkeeper,1,2,28,182,78,MED/MED,Right,Non-Inform,Spain,Levante UD,ESP 1,964,526.53,488.0,400.0,76,58.0,53.0,74,15.0,12.0,50.0,12.0,15.0,24.0,67,45.0,30.0,14.0,28.0,26.0,34.0,79,70.0,48.0,74.0,14.0,22.0,50.0,56,24.0,20.0,14.0,13.0,12.0,75,82.0,42.0,48.0,15.0
Viergever,76,CB,Defender,2,2,30,183,77,MED/HIGH,Left,Non-Inform,Netherlands,PSV,NED 1,1904,739.68,660.0,415.0,70,67.0,73.0,55,55.0,56.0,64.0,48.0,41.0,48.0,65,62.0,62.0,39.0,73.0,70.0,52.0,67,64.0,67.0,73.0,68.0,66.0,71.0,75,76.0,70.0,76.0,74.0,77.0,77,76.0,81.0,74.0,81.0
Schürrle,76,LW,Forward,3,4,28,183,71,MED/MED,Right,Non-Inform,Germany,Spartak Moskva,RUS 1,2016,798.69,567.0,2900.0,75,76.0,75.0,78,76.0,75.0,82.0,81.0,81.0,77.0,72,75.0,75.0,70.0,75.0,58.0,80.0,78,74.0,74.0,75.0,78.0,79.0,75.0,43,39.0,63.0,41.0,39.0,52.0,68,65.0,72.0,66.0,68.0
Jajalo,76,CM,Midfielder,3,3,31,182,81,MED/MED,Right,Non-Inform,Bosnia Herzegovina,Udinese,ITA 1,2078,527.08,500.0,414.0,66,63.0,68.0,66,61.0,61.0,73.0,71.0,64.0,68.0,74,70.0,67.0,72.0,80.0,78.0,70.0,78,70.0,75.0,70.0,80.0,80.0,71.0,73,73.0,68.0,72.0,75.0,70.0,79,71.0,83.0,79.0,75.0
Hamouma,76,RM,Midfielder,3,4,32,178,76,HIGH/MED,Right,Non-Inform,France,AS Saint-Étienne,FRA 1,1942,826.23,775.0,450.0,67,66.0,67.0,73,77.0,73.0,70.0,73.0,73.0,71.0,76,76.0,77.0,70.0,77.0,71.0,76.0,78,77.0,74.0,72.0,79.0,79.0,73.0,42,39.0,63.0,38.0,41.0,41.0,63,58.0,71.0,60.0,60.0
Júnior Caiçara,76,RB,Defender,3,4,30,173,70,HIGH/MED,Right,Non-Inform,Brazil,Medipol Başakşehir,TUR 1,2050,718.23,672.5,400.0,80,84.0,77.0,56,72.0,43.0,71.0,62.0,51.0,75.0,74,69.0,74.0,70.0,79.0,74.0,70.0,75,76.0,88.0,74.0,73.0,76.0,67.0,72,70.0,55.0,72.0,77.0,75.0,65,69.0,81.0,52.0,74.0
Padt,76,GK,Goalkeeper,1,3,29,197,85,MED/MED,Right,Non-Inform,Netherlands,FC Groningen,NED 1,905,794.06,700.0,700.0,76,41.0,35.0,74,10.0,16.0,51.0,19.0,13.0,25.0,68,39.0,18.0,19.0,32.0,52.0,18.0,77,31.0,44.0,74.0,33.0,19.0,57.0,39,13.0,20.0,11.0,13.0,14.0,75,63.0,30.0,69.0,26.0
Araújo,76,CB,Defender,2,3,28,188,87,LOW/MED,Right,Non-Inform,Mexico,RC Celta de Vigo,ESP 1,1726,652.85,618.5,431.0,68,67.0,69.0,41,30.0,34.0,57.0,39.0,36.0,54.0,55,43.0,32.0,45.0,72.0,66.0,44.0,59,45.0,62.0,71.0,69.0,53.0,71.0,76,76.0,77.0,74.0,78.0,76.0,77,65.0,69.0,87.0,65.0
